Year,Drive,Transmission,Engine Cylinders,Engine Displacement,Turbocharger,Supercharger,Fuel Type,City MPG,Highway MPG,Annual Fuel Cost,Annual Consumption in Barrels,Tailpipe CO2 in Grams/Mile
1985,4-Wheel or All-Wheel Drive,Automatic 4-Speed,8,5.7,,,Regular,11,15,2900,27.4675,740.5833333
1985,4-Wheel or All-Wheel Drive,Automatic 4-Speed,6,4.3,,,Regular,14,18,2200,20.600625,555.4375
1985,4-Wheel or All-Wheel Drive,Automatic 4-Speed,8,5,,,Regular,12,15,2700,25.35461538,683.6153846
1985,4-Wheel or All-Wheel Drive,Automatic 4-Speed,8,6.2,,,Diesel,15,20,2250,22.48147059,598.8235294
1985,4-Wheel or All-Wheel Drive,Manual 4-Speed,6,4.3,,,Regular,12,14,2700,25.35461538,683.6153846
1985,4-Wheel or All-Wheel Drive,Manual 4-Speed,6,4.3,,,Regular,14,17,2350,21.974,592.4666667
1985,4-Wheel or All-Wheel Drive,Manual 4-Speed,6,4.3,,,Regular,14,16,2350,21.974,592.4666667
1985,4-Wheel or All-Wheel Drive,Manual 4-Speed,8,5,,,Regular,11,15,2900,27.4675,740.5833333
1985,4-Wheel or All-Wheel Drive,Manual 4-Speed,8,5,,,Regular,12,16,2500,23.54357143,634.7857143
1985,4-Wheel or All-Wheel Drive,Manual 4-Speed,8,6.2,,,Diesel,16,19,2250,22.48147059,598.8235294
1985,4-Wheel or All-Wheel Drive,Manual 4-Speed,8,6.2,,,Diesel,17,18,2250,22.48147059,598.8235294
1985,4-Wheel or All-Wheel Drive,Automatic 4-Speed,8,5.7,,,Regular,11,15,2900,27.4675,740.5833333
1985,4-Wheel or All-Wheel Drive,Automatic 4-Speed,8,6.2,,,Diesel,15,20,2400,23.8865625,636.25
1985,4-Wheel or All-Wheel Drive,Automatic 4-Speed,8,5.7,,,Regular,11,14,2900,27.4675,740.5833333
1985,4-Wheel or All-Wheel Drive,Automatic 4-Speed,8,6.2,,,Diesel,14,19,2400,23.8865625,636.25
1985,4-Wheel or All-Wheel Drive,Manual 4-Speed,8,5.7,,,Regular,10,13,3200,29.96454545,807.9090909
1985,4-Wheel or All-Wheel Drive,Automatic 4-Speed,8,5.7,,,Regular,11,15,2900,27.4675,740.5833333
1985,4-Wheel or All-Wheel Drive,Automatic 4-Speed,8,6.2,,,Diesel,15,20,2250,22.48147059,598.8235294
1985,4-Wheel or All-Wheel Drive,Manual 4-Speed,8,5.7,,,Regular,9,14,3200,29.96454545,807.9090909
1985,4-Wheel or All-Wheel Drive,Manual 4-Speed,8,6.2,,,Diesel,15,17,2550,25.479,678.6666667
1985,Rear-Wheel Drive,Automatic 4-Speed,6,2.8,,,Regular,13,14,2700,25.35461538,683.6153846
1985,Rear-Wheel Drive,Automatic 4-Speed,6,2.8,,,Regular,14,14,2500,23.54357143,634.7857143
1985,Rear-Wheel Drive,Manual 4-Speed,4,2.5,,,Regular,17,17,2050,19.38882353,522.7647059
1985,Rear-Wheel Drive,Manual 4-Speed,6,2.8,,,Regular,12,15,2700,25.35461538,683.6153846
1985,Rear-Wheel Drive,Automatic 4-Speed,4,2.5,,,Regular,18,24,1750,16.4805,444.35
1985,Rear-Wheel Drive,Automatic 4-Speed,6,2.8,,,Regular,15,23,1950,18.31166667,493.7222222
1985,Rear-Wheel Drive,Automatic 4-Speed,6,2.8,,,Regular,17,23,1850,17.34789474,467.7368421
1985,Rear-Wheel Drive,Manual 4-Speed,4,2.5,,,Regular,19,24,1650,15.69571429,423.1904762
1985,Rear-Wheel Drive,Manual 4-Speed,6,2.8,,,Regular,16,23,1850,17.34789474,467.7368421
1985,Rear-Wheel Drive,Manual 4-Speed,4,2.5,,,Regular,19,22,1750,16.4805,444.35
1985,Rear-Wheel Drive,Manual 4-Speed,6,2.8,,,Regular,17,23,1850,17.34789474,467.7368421
1985,Rear-Wheel Drive,Manual 5-Speed,4,2.5,,,Regular,19,26,1600,14.98227273,403.9545455
1985,Rear-Wheel Drive,Manual 5-Speed,6,2.8,,,Regular,15,22,1950,18.31166667,493.7222222
1985,Rear-Wheel Drive,Manual 5-Speed,6,2.8,,,Regular,16,23,1850,17.34789474,467.7368421
1985,Rear-Wheel Drive,Automatic 4-Speed,6,2.8,,,Regular,17,23,1850,17.34789474,467.7368421
1985,Rear-Wheel Drive,Automatic 4-Speed,4,2.5,,,Regular,18,25,1650,15.69571429,423.1904762
1985,Rear-Wheel Drive,Automatic 4-Speed,6,2.8,,,Regular,15,22,1950,18.31166667,493.7222222
1985,Rear-Wheel Drive,Manual 4-Speed,4,2.2,,,Diesel,26,30,1450,14.155,377.037037
1985,Rear-Wheel Drive,Manual 4-Speed,6,2.8,,,Regular,17,23,1850,17.34789474,467.7368421
1985,Rear-Wheel Drive,Manual 4-Speed,4,1.9,,,Regular,21,27,1500,14.33086957,386.3913043
1985,Rear-Wheel Drive,Manual 4-Speed,4,2.2,,,Diesel,26,31,1400,13.64946429,363.5714286
1985,Rear-Wheel Drive,Manual 4-Speed,4,2.5,,,Regular,19,24,1650,15.69571429,423.1904762
1985,Rear-Wheel Drive,Manual 4-Speed,6,2.8,,,Regular,16,23,1850,17.34789474,467.7368421
1985,Rear-Wheel Drive,Manual 5-Speed,4,2.2,,,Diesel,25,30,1450,14.155,377.037037
1985,Rear-Wheel Drive,Manual 5-Speed,6,2.8,,,Regular,16,23,1850,17.34789474,467.7368421
1985,Rear-Wheel Drive,Manual 5-Speed,4,2.2,,,Diesel,26,33,1400,13.64946429,363.5714286
1985,Rear-Wheel Drive,Manual 5-Speed,4,2.5,,,Regular,20,26,1600,14.98227273,403.9545455
1985,Rear-Wheel Drive,Manual 5-Speed,6,2.8,,,Regular,15,23,1950,18.31166667,493.7222222
1985,Rear-Wheel Drive,Automatic 4-Speed,6,4.3,,,Regular,15,20,2050,19.38882353,522.7647059
1985,Rear-Wheel Drive,Automatic 4-Speed,4,2.5,,,Regular,18,24,1750,16.4805,444.35
1985,Rear-Wheel Drive,Automatic 4-Speed,6,4.3,,,Regular,16,22,1950,18.31166667,493.7222222
1985,Rear-Wheel Drive,Manual 4-Speed,4,2.5,,,Regular,19,22,1750,16.4805,444.35
1985,Rear-Wheel Drive,Manual 4-Speed,6,4.3,,,Regular,15,17,2200,20.600625,555.4375
1985,Rear-Wheel Drive,Manual 4-Speed,4,2.5,,,Regular,19,24,1650,15.69571429,423.1904762
1985,Rear-Wheel Drive,Manual 4-Speed,6,4.3,,,Regular,15,20,2050,19.38882353,522.7647059
1985,Rear-Wheel Drive,Manual 5-Speed,6,4.3,,,Regular,15,19,2050,19.38882353,522.7647059
1985,Rear-Wheel Drive,Manual 5-Speed,4,2.5,,,Regular,19,26,1600,14.98227273,403.9545455
1985,Rear-Wheel Drive,Manual 5-Speed,6,4.3,,,Regular,16,23,1850,17.34789474,467.7368421
1985,Rear-Wheel Drive,Automatic 4-Speed,4,2.5,,,Regular,18,24,1750,16.4805,444.35
1985,Rear-Wheel Drive,Automatic 4-Speed,6,4.3,,,Regular,15,20,2050,19.38882353,522.7647059
1985,Rear-Wheel Drive,Automatic 4-Speed,6,4.3,,,Regular,15,18,2200,20.600625,555.4375
1985,Rear-Wheel Drive,Manual 4-Speed,4,2.5,,,Regular,19,24,1650,15.69571429,423.1904762
1985,Rear-Wheel Drive,Manual 4-Speed,6,4.3,,,Regular,15,19,2200,20.600625,555.4375
1985,Rear-Wheel Drive,Manual 4-Speed,4,2.5,,,Regular,19,22,1750,16.4805,444.35
1985,Rear-Wheel Drive,Manual 4-Speed,6,4.3,,,Regular,15,17,2350,21.974,592.4666667
1985,Rear-Wheel Drive,Manual 5-Speed,4,2.5,,,Regular,19,26,1600,14.98227273,403.9545455
1985,Rear-Wheel Drive,Manual 5-Speed,6,4.3,,,Regular,15,20,2050,19.38882353,522.7647059
1985,Rear-Wheel Drive,Manual 5-Speed,6,4.3,,,Regular,15,18,2200,20.600625,555.4375
1985,4-Wheel or All-Wheel Drive,Automatic 4-Speed,4,2.5,,,Regular,18,21,1850,17.34789474,467.7368421
1985,4-Wheel or All-Wheel Drive,Automatic 4-Speed,6,2.8,,,Regular,15,22,1950,18.31166667,493.7222222
1985,4-Wheel or All-Wheel Drive,Automatic 4-Speed,6,2.8,,,Regular,15,20,2050,19.38882353,522.7647059
1985,4-Wheel or All-Wheel Drive,Manual 4-Speed,4,2.5,,,Regular,18,23,1750,16.4805,444.35
1985,4-Wheel or All-Wheel Drive,Manual 4-Speed,6,2.8,,,Regular,15,22,2050,19.38882353,522.7647059
1985,4-Wheel or All-Wheel Drive,Manual 4-Speed,6,2.8,,,Regular,15,20,2200,20.600625,555.4375
1985,4-Wheel or All-Wheel Drive,Manual 5-Speed,4,2.5,,,Regular,19,24,1650,15.69571429,423.1904762
1985,4-Wheel or All-Wheel Drive,Manual 5-Speed,6,2.8,,,Regular,14,21,2200,20.600625,555.4375
1985,4-Wheel or All-Wheel Drive,Manual 5-Speed,6,2.8,,,Regular,15,21,2050,19.38882353,522.7647059
1985,4-Wheel or All-Wheel Drive,Automatic 4-Speed,6,2.8,,,Regular,15,21,2050,19.38882353,522.7647059
1985,4-Wheel or All-Wheel Drive,Automatic 4-Speed,4,2.5,,,Regular,18,21,1850,17.34789474,467.7368421
1985,4-Wheel or All-Wheel Drive,Automatic 4-Speed,6,2.8,,,Regular,15,22,1950,18.31166667,493.7222222
1985,4-Wheel or All-Wheel Drive,Manual 4-Speed,6,2.8,,,Regular,15,20,2050,19.38882353,522.7647059
1985,4-Wheel or All-Wheel Drive,Manual 4-Speed,4,2.5,,,Regular,18,23,1750,16.4805,444.35
1985,4-Wheel or All-Wheel Drive,Manual 4-Speed,6,2.8,,,Regular,15,22,2050,19.38882353,522.7647059
1985,4-Wheel or All-Wheel Drive,Manual 5-Speed,6,2.8,,,Regular,15,22,1950,18.31166667,493.7222222
1985,4-Wheel or All-Wheel Drive,Manual 5-Speed,4,2.5,,,Regular,19,24,1650,15.69571429,423.1904762
1985,4-Wheel or All-Wheel Drive,Manual 5-Speed,6,2.8,,,Regular,15,22,2050,19.38882353,522.7647059
1985,Rear-Wheel Drive,Automatic 3-Speed,6,4.3,,,Regular,15,17,2200,20.600625,555.4375
1985,Rear-Wheel Drive,Automatic 3-Speed,8,5,,,Regular,12,15,2700,25.35461538,683.6153846
1985,Rear-Wheel Drive,Automatic 4-Speed,6,4.3,,,Regular,15,19,2050,19.38882353,522.7647059
1985,Rear-Wheel Drive,Automatic 4-Speed,8,5,,,Regular,14,18,2350,21.974,592.4666667
1985,Rear-Wheel Drive,Automatic 4-Speed,8,6.2,,,Diesel,17,22,2050,20.115,535.7894737
1985,Rear-Wheel Drive,Manual 3-Speed,6,4.3,,,Regular,16,19,2050,19.38882353,522.7647059
1985,Rear-Wheel Drive,Manual 3-Speed,8,5,,,Regular,13,16,2500,23.54357143,634.7857143
1985,Rear-Wheel Drive,Manual 4-Speed,6,4.3,,,Regular,15,20,2050,19.38882353,522.7647059
1985,Rear-Wheel Drive,Manual 4-Speed,8,5,,,Regular,13,17,2500,23.54357143,634.7857143
1985,Rear-Wheel Drive,Manual 4-Speed,8,6.2,,,Diesel,18,22,2050,20.115,535.7894737
1985,Rear-Wheel Drive,Automatic 4-Speed,6,4.3,,,Regular,15,17,2200,20.600625,555.4375
1985,Rear-Wheel Drive,Manual 3-Speed,6,4.3,,,Regular,14,17,2350,21.974,592.4666667
1985,Front-Wheel Drive,Automatic 3-Speed,4,1.6,,,Diesel,26,27,1500,14.69942308,391.5384615
1985,Front-Wheel Drive,Manual 5-Speed,4,1.6,,,Diesel,30,32,1250,12.32854839,328.3870968
1985,Front-Wheel Drive,Automatic 4-Speed,4,1.8,,,Regular,22,27,1450,13.73375,370.2916667
1985,Front-Wheel Drive,Automatic 4-Speed,4,1.8,,,Regular,22,27,1450,13.73375,370.2916667
1985,Front-Wheel Drive,Automatic 4-Speed,4,1.8,,,Regular,21,24,1600,14.98227273,403.9545455
1985,Front-Wheel Drive,Automatic 4-Speed,4,1.8,,,Regular,21,28,1450,13.73375,370.2916667
1985,Front-Wheel Drive,Automatic 4-Speed,4,1.8,,,Regular,20,25,1600,14.98227273,403.9545455
1985,Front-Wheel Drive,Manual 5-Speed,4,1.8,,,Regular,22,27,1450,13.73375,370.2916667
1985,Front-Wheel Drive,Manual 5-Speed,4,1.8,,,Regular,22,29,1400,13.1844,355.48
1985,Front-Wheel Drive,Manual 5-Speed,4,1.8,,,Regular,23,30,1350,12.67730769,341.8076923
1985,Front-Wheel Drive,Manual 5-Speed,4,1.8,,,Regular,21,26,1500,14.33086957,386.3913043
1985,Front-Wheel Drive,Automatic 3-Speed,4,1.5,,,Regular,25,29,1300,12.20777778,329.1481481
1985,Front-Wheel Drive,Automatic 3-Speed,4,1.5,,,Regular,23,26,1450,13.73375,370.2916667
1985,Front-Wheel Drive,Manual 4-Speed,4,1.3,,,Regular,31,39,1050,9.694411765,261.3823529
1985,Front-Wheel Drive,Manual 4-Speed,4,1.3,,,Regular,32,38,1050,9.694411765,261.3823529
1985,Front-Wheel Drive,Manual 5-Speed,4,1.5,,,Regular,27,33,1150,10.987,296.2333333
1985,Front-Wheel Drive,Manual 5-Speed,4,1.5,,,Regular,26,31,1250,11.77178571,317.3928571
1985,Front-Wheel Drive,Automatic 3-Speed,4,1.5,,,Regular,24,29,1350,12.67730769,341.8076923
1985,Front-Wheel Drive,Automatic 3-Speed,4,1.5,,,Regular,24,29,1350,12.67730769,341.8076923
1985,Front-Wheel Drive,Manual 5-Speed,4,1.5,,,Regular,26,32,1250,11.77178571,317.3928571
1985,Front-Wheel Drive,Manual 5-Speed,4,1.5,,,Regular,27,34,1150,10.987,296.2333333
1985,Front-Wheel Drive,Manual 5-Speed,4,1.5,,,Regular,27,33,1200,11.36586207,306.4482759
1985,Front-Wheel Drive,Manual 5-Speed,4,1.5,,,Regular,37,46,850,8.039268293,216.7560976
1985,Front-Wheel Drive,Manual 5-Speed,4,1.5,,,Regular,40,48,800,7.665348837,206.6744186
1985,Front-Wheel Drive,Automatic 3-Speed,4,1.5,,,Regular,25,29,1300,12.20777778,329.1481481
1985,Front-Wheel Drive,Automatic 3-Speed,4,1.5,,,Regular,23,26,1450,13.73375,370.2916667
1985,Front-Wheel Drive,Manual 5-Speed,4,1.5,,,Regular,27,33,1150,10.987,296.2333333
1985,Front-Wheel Drive,Manual 5-Speed,4,1.5,,,Regular,26,31,1250,11.77178571,317.3928571
1985,4-Wheel or All-Wheel Drive,Manual 5-Speed,4,1.5,,,Regular,23,27,1450,13.73375,370.2916667
1985,Front-Wheel Drive,Automatic 4-Speed,4,1.8,,,Regular,21,27,1500,14.33086957,386.3913043
1985,Front-Wheel Drive,Automatic 4-Speed,4,2,,,Regular,19,24,1650,15.69571429,423.1904762
1985,Front-Wheel Drive,Manual 5-Speed,4,1.8,,,Regular,21,28,1450,13.73375,370.2916667
1985,Front-Wheel Drive,Manual 5-Speed,4,1.8,,,Regular,22,29,1450,13.73375,370.2916667
1985,Front-Wheel Drive,Manual 5-Speed,4,2,,,Regular,21,25,1600,14.98227273,403.9545455
1985,Front-Wheel Drive,Automatic 3-Speed,4,1.5,,,Regular,28,32,1150,10.987,296.2333333
1985,Front-Wheel Drive,Manual 5-Speed,4,1.5,,,Regular,32,39,1000,9.417428571,253.9142857
1985,Rear-Wheel Drive,Automatic 3-Speed,4,1.8,,,Regular,19,22,1750,16.4805,444.35
1985,Rear-Wheel Drive,Automatic 3-Speed,4,1.8,,,Regular,21,23,1600,14.98227273,403.9545455
1985,Rear-Wheel Drive,Manual 5-Speed,4,1.8,,,Regular,21,26,1500,14.33086957,386.3913043
1985,Rear-Wheel Drive,Manual 5-Speed,4,1.8,,,Regular,21,26,1500,14.33086957,386.3913043
1985,Rear-Wheel Drive,Automatic 4-Speed,4,2,T,,Regular,18,23,1750,16.4805,444.35
1985,Rear-Wheel Drive,Automatic 4-Speed,4,2,,,Regular,19,23,1650,15.69571429,423.1904762
1985,Rear-Wheel Drive,Automatic 4-Speed,4,2,T,,Regular,18,24,1750,16.4805,444.35
1985,Rear-Wheel Drive,Manual 5-Speed,4,2,T,,Regular,18,24,1750,16.4805,444.35
1985,Rear-Wheel Drive,Manual 5-Speed,4,2,,,Regular,19,26,1600,14.98227273,403.9545455
1985,Rear-Wheel Drive,Manual 5-Speed,4,2,T,,Regular,18,23,1750,16.4805,444.35
1985,Rear-Wheel Drive,Automatic 3-Speed,4,2,,,Regular,18,20,1850,17.34789474,467.7368421
1985,Rear-Wheel Drive,Automatic 3-Speed,4,2,,,Regular,18,20,1850,17.34789474,467.7368421
1985,Rear-Wheel Drive,Automatic 3-Speed,4,2.2,,,Diesel,23,24,1600,15.924375,424.1666667
1985,Rear-Wheel Drive,Manual 4-Speed,4,2,,,Regular,21,26,1500,14.33086957,386.3913043
1985,Rear-Wheel Drive,Manual 4-Speed,4,2,,,Regular,22,29,1400,13.1844,355.48
1985,Rear-Wheel Drive,Manual 4-Speed,4,2,,,Regular,22,28,1450,13.73375,370.2916667
1985,Rear-Wheel Drive,Manual 4-Speed,4,2.2,,,Diesel,30,35,1200,11.94328125,318.125
1985,Rear-Wheel Drive,Manual 5-Speed,4,2,,,Regular,19,25,1600,14.98227273,403.9545455
1985,Rear-Wheel Drive,Manual 5-Speed,4,2.2,,,Diesel,27,31,1400,13.64946429,363.5714286
1985,Rear-Wheel Drive,Manual 5-Speed,4,2,,,Regular,21,26,1500,14.33086957,386.3913043
1985,Rear-Wheel Drive,Manual 5-Speed,4,2.2,,,Diesel,28,33,1300,12.7395,339.3333333
1985,4-Wheel or All-Wheel Drive,Manual 4-Speed,4,2,,,Regular,18,20,1850,17.34789474,467.7368421
1985,4-Wheel or All-Wheel Drive,Manual 4-Speed,4,2,,,Regular,19,21,1750,16.4805,444.35
1985,4-Wheel or All-Wheel Drive,Manual 4-Speed,4,2.2,,,Diesel,23,24,1600,15.924375,424.1666667
1985,4-Wheel or All-Wheel Drive,Manual 4-Speed,4,2,,,Regular,17,20,1950,18.31166667,493.7222222
1985,Rear-Wheel Drive,Automatic 3-Speed,6,4.2,,,Regular,14,17,2350,21.974,592.4666667
1985,Rear-Wheel Drive,Automatic 3-Speed,12,5.3,,,Regular,11,16,2700,25.35461538,683.6153846
1985,4-Wheel or All-Wheel Drive,Automatic 3-Speed,4,2.1,T,,Diesel,21,22,1850,18.19928571,484.7619048
1985,4-Wheel or All-Wheel Drive,Automatic 3-Speed,4,2.5,,,Regular,16,20,2050,19.38882353,522.7647059
1985,4-Wheel or All-Wheel Drive,Automatic 3-Speed,6,2.8,,,Regular,15,17,2350,21.974,592.4666667
1985,4-Wheel or All-Wheel Drive,Automatic 3-Speed,4,2.5,,,Regular,16,18,2050,19.38882353,522.7647059
1985,4-Wheel or All-Wheel Drive,Manual 4-Speed,4,2.5,,,Regular,18,23,1750,16.4805,444.35
1985,4-Wheel or All-Wheel Drive,Manual 4-Speed,4,2.5,,,Regular,16,21,1950,18.31166667,493.7222222
1985,4-Wheel or All-Wheel Drive,Manual 4-Speed,4,2.5,,,Regular,18,22,1850,17.34789474,467.7368421
1985,4-Wheel or All-Wheel Drive,Manual 4-Speed,4,2.5,,,Regular,15,20,2050,19.38882353,522.7647059
1985,4-Wheel or All-Wheel Drive,Manual 5-Speed,4,2.1,T,,Diesel,25,26,1500,14.69942308,391.5384615
1985,4-Wheel or All-Wheel Drive,Manual 5-Speed,4,2.5,,,Regular,17,21,1950,18.31166667,493.7222222
1985,4-Wheel or All-Wheel Drive,Manual 5-Speed,6,2.8,,,Regular,15,19,2200,20.600625,555.4375
1985,4-Wheel or All-Wheel Drive,Manual 5-Speed,4,2.5,,,Regular,17,20,1950,18.31166667,493.7222222
1985,4-Wheel or All-Wheel Drive,Manual 5-Speed,6,2.8,,,Regular,15,20,2200,20.600625,555.4375
1985,Rear-Wheel Drive,Automatic 3-Speed,4,2.5,,,Regular,18,20,1850,17.34789474,467.7368421
1985,Rear-Wheel Drive,Automatic 3-Speed,6,2.8,,,Regular,15,17,2350,21.974,592.4666667
1985,Rear-Wheel Drive,Automatic 3-Speed,6,2.8,,,Regular,16,17,2050,19.38882353,522.7647059
1985,Rear-Wheel Drive,Manual 4-Speed,4,2.5,,,Regular,20,24,1600,14.98227273,403.9545455
1985,Rear-Wheel Drive,Manual 4-Speed,4,2.5,,,Regular,18,22,1850,17.34789474,467.7368421
1985,Rear-Wheel Drive,Manual 4-Speed,4,2.5,,,Regular,19,23,1650,15.69571429,423.1904762
1985,Rear-Wheel Drive,Manual 4-Speed,4,2.5,,,Regular,18,23,1750,16.4805,444.35
1985,Rear-Wheel Drive,Manual 5-Speed,4,2.5,,,Regular,18,24,1750,16.4805,444.35
1985,Rear-Wheel Drive,Manual 5-Speed,6,2.8,,,Regular,15,20,2050,19.38882353,522.7647059
1985,Rear-Wheel Drive,Manual 5-Speed,4,2.5,,,Regular,18,22,1750,16.4805,444.35
1985,Rear-Wheel Drive,Manual 5-Speed,6,2.8,,,Regular,15,20,2050,19.38882353,522.7647059
1985,4-Wheel or All-Wheel Drive,Automatic 3-Speed,6,4.2,,,Regular,15,17,2350,21.974,592.4666667
1985,4-Wheel or All-Wheel Drive,Automatic 3-Speed,6,4.2,,,Regular,15,17,2200,20.600625,555.4375
1985,4-Wheel or All-Wheel Drive,Manual 4-Speed,4,2.5,,,Regular,17,19,1950,18.31166667,493.7222222
1985,4-Wheel or All-Wheel Drive,Manual 4-Speed,6,4.2,,,Regular,15,18,2200,20.600625,555.4375
1985,4-Wheel or All-Wheel Drive,Manual 4-Speed,4,2.5,,,Regular,16,17,2050,19.38882353,522.7647059
1985,4-Wheel or All-Wheel Drive,Manual 5-Speed,4,2.5,,,Regular,17,19,1950,18.31166667,493.7222222
1985,4-Wheel or All-Wheel Drive,Manual 5-Speed,6,4.2,,,Regular,15,20,2050,19.38882353,522.7647059
1985,4-Wheel or All-Wheel Drive,Manual 5-Speed,4,2.5,,,Regular,16,18,2050,19.38882353,522.7647059
1985,4-Wheel or All-Wheel Drive,Manual 5-Speed,6,4.2,,,Regular,15,19,2050,19.38882353,522.7647059
1985,4-Wheel or All-Wheel Drive,Automatic 3-Speed,6,4.2,,,Regular,14,15,2500,23.54357143,634.7857143
1985,4-Wheel or All-Wheel Drive,Automatic 3-Speed,8,5.9,,,Regular,10,12,3200,29.96454545,807.9090909
1985,4-Wheel or All-Wheel Drive,Automatic 3-Speed,6,4.2,,,Regular,14,16,2500,23.54357143,634.7857143
1985,4-Wheel or All-Wheel Drive,Automatic 3-Speed,6,4.2,,,Regular,15,17,2200,20.600625,555.4375
1985,4-Wheel or All-Wheel Drive,Automatic 3-Speed,8,5.9,,,Regular,10,12,3200,29.96454545,807.9090909
1985,4-Wheel or All-Wheel Drive,Manual 4-Speed,6,4.2,,,Regular,14,17,2350,21.974,592.4666667
1985,4-Wheel or All-Wheel Drive,Manual 4-Speed,6,4.2,,,Regular,13,17,2350,21.974,592.4666667
1985,4-Wheel or All-Wheel Drive,Automatic 3-Speed,8,5.9,,,Regular,10,12,3200,29.96454545,807.9090909
1985,4-Wheel or All-Wheel Drive,Automatic 3-Speed,6,4.2,,,Regular,15,17,2200,20.600625,555.4375
1985,4-Wheel or All-Wheel Drive,Automatic 3-Speed,6,4.2,,,Regular,15,17,2350,21.974,592.4666667
1985,4-Wheel or All-Wheel Drive,Manual 4-Speed,4,2.5,,,Regular,16,17,2050,19.38882353,522.7647059
1985,4-Wheel or All-Wheel Drive,Manual 4-Speed,4,2.5,,,Regular,17,19,1950,18.31166667,493.7222222
1985,4-Wheel or All-Wheel Drive,Manual 4-Speed,6,4.2,,,Regular,15,18,2200,20.600625,555.4375
1985,4-Wheel or All-Wheel Drive,Manual 5-Speed,4,2.5,,,Regular,16,18,2050,19.38882353,522.7647059
1985,4-Wheel or All-Wheel Drive,Manual 5-Speed,6,4.2,,,Regular,15,19,2050,19.38882353,522.7647059
1985,4-Wheel or All-Wheel Drive,Manual 5-Speed,4,2.5,,,Regular,17,19,1950,18.31166667,493.7222222
1985,4-Wheel or All-Wheel Drive,Manual 5-Speed,6,4.2,,,Regular,15,20,2050,19.38882353,522.7647059
1985,Rear-Wheel Drive,Automatic 4-Speed,6,2.4,T,,Diesel,20,26,1750,17.37204545,462.7272727
1985,Rear-Wheel Drive,Automatic 4-Speed,8,5,,,Regular,14,22,2050,19.38882353,522.7647059
1985,Rear-Wheel Drive,Automatic 4-Speed,6,2.4,T,,Diesel,20,26,1750,17.37204545,462.7272727
1985,Rear-Wheel Drive,Automatic 4-Speed,8,5,,,Regular,14,22,2050,19.38882353,522.7647059
1985,Rear-Wheel Drive,Automatic 4-Speed,8,5,,,Regular,14,22,2050,19.38882353,522.7647059
1985,Rear-Wheel Drive,Manual 5-Speed,4,2.2,T,,Regular,11,18,2500,23.54357143,634.7857143
1985,Rear-Wheel Drive,Automatic 3-Speed,6,2.5,T,,Regular,11,13,2900,27.4675,740.5833333
1985,Rear-Wheel Drive,Manual 5-Speed,6,2.5,T,,Regular,12,18,2500,23.54357143,634.7857143
1985,Rear-Wheel Drive,Manual 5-Speed,6,2.5,T,,Premium,12,18,3000,23.54357143,634.7857143
1985,Rear-Wheel Drive,Manual 5-Speed,6,2.5,T,,Regular,12,17,2500,23.54357143,634.7857143
1985,Rear-Wheel Drive,Automatic 3-Speed,8,4.9,,,Regular,7,10,4350,41.20125,1110.875
1985,Front-Wheel Drive,Automatic 3-Speed,4,2,,,Regular,21,26,1500,14.33086957,386.3913043
1985,Front-Wheel Drive,Manual 5-Speed,4,2,,,Regular,23,29,1400,13.1844,355.48
1985,Front-Wheel Drive,Manual 5-Speed,4,2,,,Diesel,31,38,1150,11.58136364,308.4848485
1985,Front-Wheel Drive,Automatic 3-Speed,4,1.5,,,Regular,24,28,1350,12.67730769,341.8076923
1985,Front-Wheel Drive,Manual 4-Speed,4,1.5,,,Regular,26,29,1300,12.20777778,329.1481481
1985,Front-Wheel Drive,Manual 4-Speed,4,1.5,,,Regular,26,29,1300,12.20777778,329.1481481
1985,Front-Wheel Drive,Manual 5-Speed,4,1.5,,,Regular,27,35,1150,10.987,296.2333333
1985,Rear-Wheel Drive,Automatic 3-Speed,4,1.5,,,Regular,19,21,1750,16.4805,444.35
1985,Rear-Wheel Drive,Manual 4-Speed,4,1.5,,,Regular,22,26,1450,13.73375,370.2916667
1985,Rear-Wheel Drive,Manual 5-Speed,4,1.5,,,Regular,22,27,1450,13.73375,370.2916667
1985,Rear-Wheel Drive,Automatic 4-Speed,2,1.1,,,Regular,15,21,2050,19.38882353,522.7647059
1985,Rear-Wheel Drive,Automatic 4-Speed,2,1.1,,,Regular,15,20,2050,19.38882353,522.7647059
1985,Rear-Wheel Drive,Manual 5-Speed,2,1.1,,,Regular,15,20,2050,19.38882353,522.7647059
1985,Rear-Wheel Drive,Manual 5-Speed,2,1.1,,,Regular,15,21,2050,19.38882353,522.7647059
1985,Rear-Wheel Drive,Manual 5-Speed,2,1.3,,,Regular,15,22,2050,19.38882353,522.7647059
1985,Rear-Wheel Drive,Automatic 4-Speed,4,2.2,,,Diesel,26,30,1450,14.155,377.037037
1985,Rear-Wheel Drive,Automatic 4-Speed,4,2.3,,,Regular,17,20,1950,18.31166667,493.7222222
1985,Rear-Wheel Drive,Manual 5-Speed,4,2.2,,,Diesel,26,35,1300,12.7395,339.3333333
1985,Rear-Wheel Drive,Manual 5-Speed,4,2.3,,,Regular,17,24,1750,16.4805,444.35
1985,Rear-Wheel Drive,Automatic 4-Speed,5,3,T,,Diesel,19,20,2050,20.115,535.7894737
1985,Rear-Wheel Drive,Automatic 4-Speed,5,3,T,,Diesel,19,23,1850,18.19928571,484.7619048
